id,solutionStartTime,solutionEndTime
WORKORDER_AWRCAB/34_BEDFORD_EAGLENA,2019-04-16 15:54:00.000,2019-04-17 08:09:00.000
WORKORDER_AWRB868800001_BEDFORD_EAGLENA,2019-04-16 15:56:00.000,2019-04-17 09:44:00.000
WORKORDER_AWRB858138001_BEDFORD_EAGLENA,2019-04-16 15:57:00.000,2019-04-17 07:45:00.000
WORKORDER_AWRB859106001_BEDFORD_EAGLENA,2019-04-16 15:57:00.000,2019-04-17 11:45:00.000
WORKORDER_AWRB859092001_BEDFORD_EAGLENA,2019-04-16 16:00:00.000,2019-04-17 11:48:00.000
WORKORDER_AWRB869866001_BEDFORD_EAGLENA,2019-04-17 06:02:00.000,2019-04-17 10:02:00.000
WORKORDER_AWRCAB/225_BEDFORD_EAGLENA,2019-04-17 06:07:00.000,2019-04-17 13:19:00.000
WORKORDER_AWRAV/0108_BEDFORD_EAGLENA,2019-04-17 06:10:00.000,2019-04-17 07:04:00.000
WORKORDER_AWRB869201001_BEDFORD_EAGLENA,2019-04-17 06:12:00.000,2019-04-17 08:12:00.000
WORKORDER_AWRCAB/213_BEDFORD_EAGLENA,2019-04-17 06:15:00.000,2019-04-17 11:27:00.000
WORKORDER_AWRCAB/219_BEDFORD_EAGLENA,2019-04-17 06:15:00.000,2019-04-17 13:27:00.000
WORKORDER_AWRB858197001_BEDFORD_EAGLENA,2019-04-17 06:18:00.000,2019-04-17 13:18:00.000
WORKORDER_AWRCAB/20_BEDFORD_EAGLENA,2019-04-17 06:19:00.000,2019-04-17 09:01:00.000
WORKORDER_AWRCAB/199_BEDFORD_EAGLENA,2019-04-17 06:20:00.000,2019-04-17 10:32:00.000
WORKORDER_AWRB854476001_BEDFORD_EAGLENA,2019-04-17 06:26:00.000,2019-04-17 14:26:00.000
WORKORDER_AWRB858194001_BEDFORD_EAGLENA,2019-04-17 06:30:00.000,2019-04-17 07:30:00.000
WORKORDER_AWRCAB/38_BEDFORD_EAGLENA,2019-04-17 06:30:00.000,2019-04-17 07:36:00.000
WORKORDER_AWRCAB/4_BEDFORD_EAGLENA,2019-04-17 06:32:00.000,2019-04-17 07:59:00.000
WORKORDER_AWRCAB/135_BEDFORD_EAGLENA,2019-04-17 06:36:00.000,2019-04-17 09:48:00.000
WORKORDER_AWRCAB/160_BEDFORD_EAGLENA,2019-04-17 06:36:00.000,2019-04-17 13:57:00.000
WORKORDER_AWRB858127001_BEDFORD_EAGLENA,2019-04-17 06:36:00.000,2019-04-17 14:36:00.000
WORKORDER_AWRB866601001_BEDFORD_EAGLENA,2019-04-17 06:36:00.000,2019-04-17 14:36:00.000
WORKORDER_AWRB866598001_BEDFORD_EAGLENA,2019-04-17 06:36:00.000,2019-04-17 15:36:00.000
WORKORDER_AWRCAB/143_BEDFORD_EAGLENA,2019-04-17 06:45:00.000,2019-04-17 12:42:00.000
WORKORDER_AWRB859784001_BEDFORD_EAGLENA,2019-04-17 06:52:00.000,2019-04-17 08:52:00.000
WORKORDER_AWRAF/0459_BEDFORD_EAGLENA,2019-04-17 06:52:00.000,2019-04-17 09:13:00.000
WORKORDER_AWRB864979001_BEDFORD_EAGLENA,2019-04-17 07:01:00.000,2019-04-17 08:01:00.000
WORKORDER_AWRAV/0117_BEDFORD_EAGLENA,2019-04-17 07:04:00.000,2019-04-17 08:58:00.000
WORKORDER_AWRB859439001_BEDFORD_EAGLENA,2019-04-17 07:11:00.000,2019-04-17 13:11:00.000
WORKORDER_AWRB866914001_BEDFORD_EAGLENA,2019-04-17 07:25:00.000,2019-04-18 07:13:00.000
WORKORDER_AWRB866996001_BEDFORD_EAGLENA,2019-04-17 07:28:00.000,2019-04-17 10:28:00.000
WORKORDER_AWRB858149001_BEDFORD_EAGLENA,2019-04-17 07:30:00.000,2019-04-17 11:30:00.000
WORKORDER_AWRB866592001_BEDFORD_EAGLENA,2019-04-17 07:36:00.000,2019-04-17 10:36:00.000
WORKORDER_AWRB858169001_BEDFORD_EAGLENA,2019-04-17 07:36:00.000,2019-04-18 06:24:00.000
WORKORDER_AWRB856854001_BEDFORD_EAGLENA,2019-04-17 07:42:00.000,2019-04-17 08:42:00.000
WORKORDER_AWRB862044001_BEDFORD_EAGLENA,2019-04-17 07:44:00.000,2019-04-17 08:44:00.000
WORKORDER_AWRB866585001_BEDFORD_EAGLENA,2019-04-17 07:45:00.000,2019-04-17 15:45:00.000
WORKORDER_AWRB864598001_BEDFORD_EAGLENA,2019-04-17 07:50:00.000,2019-04-18 06:38:00.000
WORKORDER_AWRAF/0001_BEDFORD_EAGLENA,2019-04-17 08:02:00.000,2019-04-18 06:22:00.000
WORKORDER_A388AWR-3C-EA000_BEDFORD_EAGLENA,2019-04-17 08:02:00.000,2019-04-20 11:06:00.000
WORKORDER_AWRAF/0494_BEDFORD_EAGLENA,2019-04-17 08:08:00.000,2019-04-17 13:44:00.000
WORKORDER_AWRAF/0495_BEDFORD_EAGLENA,2019-04-17 08:12:00.000,2019-04-17 11:00:00.000
WORKORDER_AWRAF/0002_BEDFORD_EAGLENA,2019-04-17 08:23:00.000,2019-04-17 13:53:00.000
WORKORDER_AWRB859813001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-17 09:36:00.000
WORKORDER_AWRB859815001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-17 13:36:00.000
WORKORDER_AWRB858130001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-18 06:24:00.000
WORKORDER_AWRB866416001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-18 06:24:00.000
WORKORDER_AWRB858146001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-18 07:24:00.000
WORKORDER_AWRB859780001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-18 07:24:00.000
WORKORDER_AWRB859803001_BEDFORD_EAGLENA,2019-04-17 08:36:00.000,2019-04-18 08:24:00.000
WORKORDER_AWRAF/0497_BEDFORD_EAGLENA,2019-04-17 08:41:00.000,2019-04-18 07:44:00.000
WORKORDER_AWRAF/1408_BEDFORD_EAGLENA,2019-04-17 08:42:00.000,2019-04-18 08:30:00.000
WORKORDER_AWRAF/0487_BEDFORD_EAGLENA,2019-04-17 08:44:00.000,2019-04-17 14:56:00.000
WORKORDER_AWRAF/0489_BEDFORD_EAGLENA,2019-04-17 08:44:00.000,2019-04-17 14:56:00.000
WORKORDER_AWRB859809001_BEDFORD_EAGLENA,2019-04-17 08:52:00.000,2019-04-17 15:52:00.000
WORKORDER_AWRAV/0096_BEDFORD_EAGLENA,2019-04-17 08:58:00.000,2019-04-17 09:50:00.000
WORKORDER_AWRAF/0663_BEDFORD_EAGLENA,2019-04-17 09:13:00.000,2019-04-17 10:14:00.000
WORKORDER_AWRB859779001_BEDFORD_EAGLENA,2019-04-17 09:36:00.000,2019-04-17 10:36:00.000
WORKORDER_AWRB859778001_BEDFORD_EAGLENA,2019-04-17 09:36:00.000,2019-04-17 14:36:00.000
WORKORDER_AWRB869579001_BEDFORD_EAGLENA,2019-04-17 09:36:00.000,2019-04-17 15:36:00.000
WORKORDER_AWRAF/0485_BEDFORD_EAGLENA,2019-04-17 09:42:00.000,2019-04-17 15:54:00.000
WORKORDER_AWRAF/0696_BEDFORD_EAGLENA,2019-04-17 09:44:00.000,2019-04-17 15:02:00.000
WORKORDER_AWRAF/0660_BEDFORD_EAGLENA,2019-04-17 09:50:00.000,2019-04-17 10:38:00.000
WORKORDER_AWRB865686001_BEDFORD_EAGLENA,2019-04-17 09:50:00.000,2019-04-18 06:38:00.000
WORKORDER_AWRB865272001_BEDFORD_EAGLENA,2019-04-17 09:56:00.000,2019-04-17 10:56:00.000
WORKORDER_AWRAF/1402_BEDFORD_EAGLENA,2019-04-17 10:01:00.000,2019-04-18 09:49:00.000
WORKORDER_AWRB865361001_BEDFORD_EAGLENA,2019-04-17 10:02:00.000,2019-04-18 07:50:00.000
WORKORDER_AWRAF/1380_BEDFORD_EAGLENA,2019-04-17 10:08:00.000,2019-04-18 09:56:00.000
WORKORDER_AWRAF/1404_BEDFORD_EAGLENA,2019-04-17 10:08:00.000,2019-04-18 09:56:00.000
WORKORDER_AWRAF/1426_BEDFORD_EAGLENA,2019-04-17 10:08:00.000,2019-04-18 09:56:00.000
WORKORDER_AWRAV/0047_BEDFORD_EAGLENA,2019-04-17 10:14:00.000,2019-04-17 11:05:00.000
WORKORDER_AWRAF/0491_BEDFORD_EAGLENA,2019-04-17 10:14:00.000,2019-04-18 06:44:00.000
WORKORDER_AWRAF/1406_BEDFORD_EAGLENA,2019-04-17 10:22:00.000,2019-04-18 10:10:00.000
WORKORDER_AWRAF/1452_BEDFORD_EAGLENA,2019-04-17 10:28:00.000,2019-04-18 10:16:00.000
WORKORDER_AWRB857425001_BEDFORD_EAGLENA,2019-04-17 10:36:00.000,2019-04-17 13:36:00.000
WORKORDER_AWRAV/0051_BEDFORD_EAGLENA,2019-04-17 10:38:00.000,2019-04-17 11:26:00.000
WORKORDER_AWRAF/1428_BEDFORD_EAGLENA,2019-04-17 10:38:00.000,2019-04-18 10:26:00.000
WORKORDER_AWRB859981001_BEDFORD_EAGLENA,2019-04-17 10:56:00.000,2019-04-18 09:44:00.000
WORKORDER_AWRAF/1382_BEDFORD_EAGLENA,2019-04-17 11:00:00.000,2019-04-18 10:48:00.000
WORKORDER_A388AWR-3C-EG000_BEDFORD_EAGLENA,2019-04-17 11:00:00.000,2019-04-18 11:36:00.000
WORKORDER_AWRAV/0083_BEDFORD_EAGLENA,2019-04-17 11:05:00.000,2019-04-17 11:52:00.000
WORKORDER_AWRAV/0084_BEDFORD_EAGLENA,2019-04-17 11:26:00.000,2019-04-17 12:04:00.000
WORKORDER_AWRB865006001_BEDFORD_EAGLENA,2019-04-17 11:30:00.000,2019-04-18 11:18:00.000
WORKORDER_AWRAF/1384_BEDFORD_EAGLENA,2019-04-17 11:32:00.000,2019-04-18 11:20:00.000
WORKORDER_AWRAF/1436_BEDFORD_EAGLENA,2019-04-17 11:41:00.000,2019-04-18 11:29:00.000
WORKORDER_AWRAF/1454_BEDFORD_EAGLENA,2019-04-17 11:45:00.000,2019-04-18 11:33:00.000
WORKORDER_AWRAF/1456_BEDFORD_EAGLENA,2019-04-17 11:48:00.000,2019-04-18 11:36:00.000
WORKORDER_AWRAV/0085_BEDFORD_EAGLENA,2019-04-17 11:52:00.000,2019-04-17 12:52:00.000
WORKORDER_AWRAV/0075_BEDFORD_EAGLENA,2019-04-17 12:04:00.000,2019-04-17 12:40:00.000
WORKORDER_AWRB864990001_BEDFORD_EAGLENA,2019-04-17 12:08:00.000,2019-04-17 14:08:00.000
WORKORDER_AWRAV/0050_BEDFORD_EAGLENA,2019-04-17 12:40:00.000,2019-04-17 13:31:00.000
WORKORDER_AWRAV/0048_BEDFORD_EAGLENA,2019-04-17 12:52:00.000,2019-04-17 13:16:00.000
WORKORDER_AWRENG/0111_BEDFORD_EAGLENA,2019-04-17 12:53:00.000,2019-04-18 09:54:00.000
WORKORDER_A388AWR-3C-ED000_BEDFORD_EAGLENA,2019-04-17 12:53:00.000,2019-04-19 07:32:00.000
WORKORDER_AWRAF/0661_BEDFORD_EAGLENA,2019-04-17 13:16:00.000,2019-04-17 14:22:00.000
WORKORDER_AWRB864963001_BEDFORD_EAGLENA,2019-04-17 13:16:00.000,2019-04-18 10:04:00.000
WORKORDER_AWRB860974001_BEDFORD_EAGLENA,2019-04-17 13:18:00.000,2019-04-18 09:06:00.000
WORKORDER_AWRB859977001_BEDFORD_EAGLENA,2019-04-17 13:30:00.000,2019-04-18 07:18:00.000
WORKORDER_AWRAF/0480_BEDFORD_EAGLENA,2019-04-17 13:31:00.000,2019-04-17 14:43:00.000
WORKORDER_AWRB864868001_BEDFORD_EAGLENA,2019-04-17 13:31:00.000,2019-04-18 12:19:00.000
WORKORDER_AWRB864865001_BEDFORD_EAGLENA,2019-04-17 13:36:00.000,2019-04-18 07:24:00.000
WORKORDER_AWRB864863001_BEDFORD_EAGLENA,2019-04-17 13:36:00.000,2019-04-18 10:24:00.000
WORKORDER_AWRENG/0112_BEDFORD_EAGLENA,2019-04-17 13:44:00.000,2019-04-18 10:45:00.000
WORKORDER_AWRB850803001_BEDFORD_EAGLENA,2019-04-17 14:08:00.000,2019-04-18 11:56:00.000
WORKORDER_AWRAF/0466_BEDFORD_EAGLENA,2019-04-17 14:22:00.000,2019-04-17 15:15:00.000
WORKORDER_AWRB856953001_BEDFORD_EAGLENA,2019-04-17 14:36:00.000,2019-04-18 09:24:00.000
WORKORDER_AWRB856895001_BEDFORD_EAGLENA,2019-04-17 14:36:00.000,2019-04-18 14:24:00.000
WORKORDER_AWRB864785001_BEDFORD_EAGLENA,2019-04-17 14:36:00.000,2019-04-18 14:24:00.000
WORKORDER_AWRAF/0470_BEDFORD_EAGLENA,2019-04-17 14:43:00.000,2019-04-18 06:53:00.000
WORKORDER_AWRENG/0115_BEDFORD_EAGLENA,2019-04-17 14:56:00.000,2019-04-18 11:57:00.000
WORKORDER_AWRAV/0092_BEDFORD_EAGLENA,2019-04-17 15:15:00.000,2019-04-18 06:18:00.000
WORKORDER_AWRENG/0116_BEDFORD_EAGLENA,2019-04-17 15:15:00.000,2019-04-18 12:16:00.000
WORKORDER_AWRENG/0042_BEDFORD_EAGLENA,2019-04-17 15:22:00.000,2019-04-18 09:57:00.000
WORKORDER_AWRB864761001_BEDFORD_EAGLENA,2019-04-17 15:36:00.000,2019-04-18 10:24:00.000
WORKORDER_AWRB856903001_BEDFORD_EAGLENA,2019-04-17 15:36:00.000,2019-04-18 11:24:00.000
WORKORDER_AWRB856950001_BEDFORD_EAGLENA,2019-04-17 15:45:00.000,2019-04-18 12:33:00.000
WORKORDER_AWRB864705001_BEDFORD_EAGLENA,2019-04-17 15:52:00.000,2019-04-18 14:40:00.000
WORKORDER_AWRAF/0452_BEDFORD_EAGLENA,2019-04-18 06:18:00.000,2019-04-18 07:18:00.000
WORKORDER_AWRB854038001_BEDFORD_EAGLENA,2019-04-18 06:18:00.000,2019-04-18 12:18:00.000
WORKORDER_AWRAF/1424_BEDFORD_EAGLENA,2019-04-18 06:22:00.000,2019-04-19 06:10:00.000
WORKORDER_AWRAF/1438_BEDFORD_EAGLENA,2019-04-18 06:22:00.000,2019-04-19 06:10:00.000
WORKORDER_AWRAF/1440_BEDFORD_EAGLENA,2019-04-18 06:22:00.000,2019-04-19 06:10:00.000
WORKORDER_AWRB856906001_BEDFORD_EAGLENA,2019-04-18 06:24:00.000,2019-04-18 09:24:00.000
WORKORDER_AWRB861108001_BEDFORD_EAGLENA,2019-04-18 06:24:00.000,2019-04-18 09:24:00.000
WORKORDER_AWRB861093001_BEDFORD_EAGLENA,2019-04-18 06:24:00.000,2019-04-18 10:24:00.000
WORKORDER_AWRB864772001_BEDFORD_EAGLENA,2019-04-18 06:38:00.000,2019-04-18 09:38:00.000
WORKORDER_AWRAF/1422_BEDFORD_EAGLENA,2019-04-18 06:38:00.000,2019-04-19 06:26:00.000
WORKORDER_AWRAF/1420_BEDFORD_EAGLENA,2019-04-18 06:44:00.000,2019-04-19 06:32:00.000
WORKORDER_AWRAF/0306_BEDFORD_EAGLENA,2019-04-18 06:53:00.000,2019-04-18 07:44:00.000
WORKORDER_AWRAF/1444_BEDFORD_EAGLENA,2019-04-18 07:13:00.000,2019-04-19 07:01:00.000
WORKORDER_AWRB864529001_BEDFORD_EAGLENA,2019-04-18 07:18:00.000,2019-04-18 11:18:00.000
WORKORDER_AWRAF/0409_BEDFORD_EAGLENA,2019-04-18 07:18:00.000,2019-04-18 15:03:00.000
WORKORDER_AWRB864524001_BEDFORD_EAGLENA,2019-04-18 07:24:00.000,2019-04-18 11:24:00.000
WORKORDER_AWRB861131001_BEDFORD_EAGLENA,2019-04-18 07:24:00.000,2019-04-19 06:12:00.000
WORKORDER_AWRB861091001_BEDFORD_EAGLENA,2019-04-18 07:24:00.000,2019-04-19 07:12:00.000
WORKORDER_AWRAF/0385_BEDFORD_EAGLENA,2019-04-18 07:44:00.000,2019-04-18 08:46:00.000
WORKORDER_AWRAF/1418_BEDFORD_EAGLENA,2019-04-18 07:44:00.000,2019-04-19 07:32:00.000
WORKORDER_AWRAF/1442_BEDFORD_EAGLENA,2019-04-18 07:44:00.000,2019-04-19 07:32:00.000
WORKORDER_AWRB864453001_BEDFORD_EAGLENA,2019-04-18 07:50:00.000,2019-04-18 08:50:00.000
WORKORDER_AWRB856878001_BEDFORD_EAGLENA,2019-04-18 08:24:00.000,2019-04-18 09:24:00.000
WORKORDER_AWRAF/0376_BEDFORD_EAGLENA,2019-04-18 08:46:00.000,2019-04-18 10:13:00.000
WORKORDER_AWRB861144001_BEDFORD_EAGLENA,2019-04-18 08:50:00.000,2019-04-18 14:50:00.000
WORKORDER_AWRB856720001_BEDFORD_EAGLENA,2019-04-18 09:06:00.000,2019-04-18 11:06:00.000
WORKORDER_AWRB861149001_BEDFORD_EAGLENA,2019-04-18 09:24:00.000,2019-04-18 12:24:00.000
WORKORDER_AWRB864460001_BEDFORD_EAGLENA,2019-04-18 09:24:00.000,2019-04-19 07:12:00.000
WORKORDER_AWRB864311001_BEDFORD_EAGLENA,2019-04-18 09:24:00.000,2019-04-19 08:12:00.000
WORKORDER_AWRB856875001_BEDFORD_EAGLENA,2019-04-18 09:24:00.000,2019-04-19 09:12:00.000
WORKORDER_AWRB864267001_BEDFORD_EAGLENA,2019-04-18 09:38:00.000,2019-04-18 11:38:00.000
WORKORDER_AWRB856784001_BEDFORD_EAGLENA,2019-04-18 09:44:00.000,2019-04-18 10:44:00.000
WORKORDER_AWRAF/1058_BEDFORD_EAGLENA,2019-04-18 09:54:00.000,2019-04-19 09:24:00.000
WORKORDER_A388AWR-3C-EF000_BEDFORD_EAGLENA,2019-04-18 09:54:00.000,2019-04-19 11:17:00.000
WORKORDER_AWRAF/1051_BEDFORD_EAGLENA,2019-04-18 09:56:00.000,2019-04-19 07:44:00.000
WORKORDER_AWRAV/0046_BEDFORD_EAGLENA,2019-04-18 10:13:00.000,2019-04-18 11:15:00.000
WORKORDER_AWRAF/1056_BEDFORD_EAGLENA,2019-04-18 10:13:00.000,2019-04-19 08:12:00.000
WORKORDER_AWRB864264001_BEDFORD_EAGLENA,2019-04-18 10:24:00.000,2019-04-18 15:24:00.000
WORKORDER_AWRB854203001_BEDFORD_EAGLENA,2019-04-18 10:24:00.000,2019-04-19 08:12:00.000
WORKORDER_AWRB864313001_BEDFORD_EAGLENA,2019-04-18 10:24:00.000,2019-04-19 08:12:00.000
WORKORDER_AWRAF/1050_BEDFORD_EAGLENA,2019-04-18 10:26:00.000,2019-04-19 06:23:00.000
WORKORDER_AWRB861194001_BEDFORD_EAGLENA,2019-04-18 10:44:00.000,2019-04-19 08:32:00.000
WORKORDER_AWRENG/0043_BEDFORD_EAGLENA,2019-04-18 10:45:00.000,2019-04-18 15:32:00.000
WORKORDER_AWRAF/1054_BEDFORD_EAGLENA,2019-04-18 10:45:00.000,2019-04-19 06:45:00.000
WORKORDER_AWRAF/1430_BEDFORD_EAGLENA,2019-04-18 10:48:00.000,2019-04-19 10:36:00.000
WORKORDER_AWRB854326001_BEDFORD_EAGLENA,2019-04-18 11:06:00.000,2019-04-18 15:06:00.000
WORKORDER_AWRAV/0118_BEDFORD_EAGLENA,2019-04-18 11:15:00.000,2019-04-18 12:39:00.000
WORKORDER_AWRB861180001_BEDFORD_EAGLENA,2019-04-18 11:18:00.000,2019-04-18 15:18:00.000
WORKORDER_AWRB863502001_BEDFORD_EAGLENA,2019-04-18 11:18:00.000,2019-04-19 08:06:00.000
WORKORDER_AWRAF/1432_BEDFORD_EAGLENA,2019-04-18 11:20:00.000,2019-04-19 11:08:00.000
WORKORDER_AWRB861574001_BEDFORD_EAGLENA,2019-04-18 11:24:00.000,2019-04-18 15:24:00.000
WORKORDER_AWRB862808001_BEDFORD_EAGLENA,2019-04-18 11:24:00.000,2019-04-19 09:12:00.000
WORKORDER_AWRAF/1434_BEDFORD_EAGLENA,2019-04-18 11:29:00.000,2019-04-19 11:17:00.000
WORKORDER_AWRAF/1033_BEDFORD_EAGLENA,2019-04-18 11:36:00.000,2019-04-19 07:33:00.000
WORKORDER_A388AWR-3C-EE000_BEDFORD_EAGLENA,2019-04-18 11:36:00.000,2019-04-19 16:10:00.000
WORKORDER_AWRB861655001_BEDFORD_EAGLENA,2019-04-18 11:38:00.000,2019-04-19 08:26:00.000
WORKORDER_AWRB854477001_BEDFORD_EAGLENA,2019-04-18 11:56:00.000,2019-04-19 09:44:00.000
WORKORDER_AWRAF/1034_BEDFORD_EAGLENA,2019-04-18 11:57:00.000,2019-04-19 09:45:00.000
WORKORDER_AWRAF/1039_BEDFORD_EAGLENA,2019-04-18 12:16:00.000,2019-04-19 10:15:00.000
WORKORDER_AWRB861770001_BEDFORD_EAGLENA,2019-04-18 12:18:00.000,2019-04-18 13:18:00.000
WORKORDER_AWRB862884001_BEDFORD_EAGLENA,2019-04-18 12:19:00.000,2019-04-19 12:07:00.000
WORKORDER_AWRB861788001_BEDFORD_EAGLENA,2019-04-18 12:24:00.000,2019-04-19 08:12:00.000
WORKORDER_AWRB861752001_BEDFORD_EAGLENA,2019-04-18 12:33:00.000,2019-04-19 07:21:00.000
WORKORDER_AWRB861793001_BEDFORD_EAGLENA,2019-04-18 12:39:00.000,2019-04-19 07:27:00.000
WORKORDER_AWRB861813001_BEDFORD_EAGLENA,2019-04-18 13:18:00.000,2019-04-19 07:06:00.000
WORKORDER_AWRB861836001_BEDFORD_EAGLENA,2019-04-18 14:24:00.000,2019-04-19 09:12:00.000
WORKORDER_AWRB861791001_BEDFORD_EAGLENA,2019-04-18 14:24:00.000,2019-04-19 14:12:00.000
WORKORDER_AWRB861876001_BEDFORD_EAGLENA,2019-04-18 14:40:00.000,2019-04-19 06:28:00.000
WORKORDER_AWRB861880001_BEDFORD_EAGLENA,2019-04-18 14:50:00.000,2019-04-19 10:38:00.000
WORKORDER_AWRAF/1266_BEDFORD_EAGLENA,2019-04-18 15:03:00.000,2019-04-18 15:21:00.000
WORKORDER_A388AWR-3C-FBG00_BEDFORD_EAGLENA,2019-04-18 15:03:00.000,2019-04-27 06:14:00.000
WORKORDER_A388AWR-3C-F0000_BEDFORD_EAGLENA,2019-04-18 15:03:00.000,2019-05-26 06:56:00.000
WORKORDER_A388AWR-3C-FB000_BEDFORD_EAGLENA,2019-04-18 15:03:00.000,2019-05-26 06:56:00.000
WORKORDER_AWRB861885001_BEDFORD_EAGLENA,2019-04-18 15:06:00.000,2019-04-19 07:54:00.000
WORKORDER_AWRB861971001_BEDFORD_EAGLENA,2019-04-18 15:18:00.000,2019-04-19 12:06:00.000
WORKORDER_AWRB861915001_BEDFORD_EAGLENA,2019-04-18 15:24:00.000,2019-04-19 11:12:00.000
WORKORDER_AWRB861904001_BEDFORD_EAGLENA,2019-04-18 15:24:00.000,2019-04-19 15:12:00.000
WORKORDER_AWRAF/1037_BEDFORD_EAGLENA,2019-04-18 15:32:00.000,2019-04-19 11:32:00.000
WORKORDER_AWRAF/1446_BEDFORD_EAGLENA,2019-04-19 06:10:00.000,2019-04-19 16:10:00.000
WORKORDER_AWRAF/1448_BEDFORD_EAGLENA,2019-04-19 06:10:00.000,2019-04-19 16:10:00.000
WORKORDER_AWRAF/1450_BEDFORD_EAGLENA,2019-04-19 06:10:00.000,2019-04-19 16:10:00.000
WORKORDER_AWRB861969001_BEDFORD_EAGLENA,2019-04-19 06:12:00.000,2019-04-19 09:12:00.000
WORKORDER_AWRB861967001_BEDFORD_EAGLENA,2019-04-19 06:28:00.000,2019-04-20 06:16:00.000
WORKORDER_AWRAF/1061_BEDFORD_EAGLENA,2019-04-19 06:32:00.000,2019-04-19 15:00:00.000
WORKORDER_A388AWR-3C-L0000_BEDFORD_EAGLENA,2019-04-19 06:32:00.000,2019-04-20 07:04:00.000
WORKORDER_AWRAF/1258_BEDFORD_EAGLENA,2019-04-19 06:45:00.000,2019-04-19 07:18:00.000
WORKORDER_AWRAF/0855_BEDFORD_EAGLENA,2019-04-19 06:45:00.000,2019-04-19 07:33:00.000
WORKORDER_AWRAF/1264_BEDFORD_EAGLENA,2019-04-19 07:01:00.000,2019-04-19 07:19:00.000
WORKORDER_AWRB862188001_BEDFORD_EAGLENA,2019-04-19 07:06:00.000,2019-04-19 12:06:00.000
WORKORDER_AWRB862147001_BEDFORD_EAGLENA,2019-04-19 07:12:00.000,2019-04-19 11:12:00.000
WORKORDER_AWRB861984001_BEDFORD_EAGLENA,2019-04-19 07:12:00.000,2019-04-19 15:12:00.000
WORKORDER_AWRAF/1268_BEDFORD_EAGLENA,2019-04-19 07:18:00.000,2019-04-19 07:31:00.000
WORKORDER_AWRAF/1267_BEDFORD_EAGLENA,2019-04-19 07:19:00.000,2019-04-19 07:32:00.000
WORKORDER_AWRB861910001_BEDFORD_EAGLENA,2019-04-19 07:21:00.000,2019-04-19 15:21:00.000
WORKORDER_AWRB861889001_BEDFORD_EAGLENA,2019-04-19 07:27:00.000,2019-04-19 08:27:00.000
WORKORDER_AWRAF/1063_BEDFORD_EAGLENA,2019-04-19 07:32:00.000,2019-04-20 07:04:00.000
WORKORDER_AWRAF/1064_BEDFORD_EAGLENA,2019-04-19 07:33:00.000,2019-04-19 15:03:00.000
WORKORDER_AWRAF/1065_BEDFORD_EAGLENA,2019-04-19 07:44:00.000,2019-04-19 15:14:00.000
WORKORDER_AWRB861877001_BEDFORD_EAGLENA,2019-04-19 07:54:00.000,2019-04-19 10:54:00.000
WORKORDER_AWRB861860001_BEDFORD_EAGLENA,2019-04-19 08:06:00.000,2019-04-19 15:06:00.000
WORKORDER_AWRAF/0448_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-19 08:50:00.000
WORKORDER_AWRB861807001_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-19 11:12:00.000
WORKORDER_AWRB861811001_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-19 12:12:00.000
WORKORDER_AWRAF/1062_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-19 14:40:00.000
WORKORDER_AWRB861792001_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-20 07:00:00.000
WORKORDER_AWRB861828001_BEDFORD_EAGLENA,2019-04-19 08:12:00.000,2019-04-20 07:00:00.000
WORKORDER_AWRB861781001_BEDFORD_EAGLENA,2019-04-19 08:26:00.000,2019-04-19 10:26:00.000
WORKORDER_AWRB861774001_BEDFORD_EAGLENA,2019-04-19 08:27:00.000,2019-04-19 14:27:00.000
WORKORDER_AWRB861765001_BEDFORD_EAGLENA,2019-04-19 08:32:00.000,2019-04-19 12:32:00.000
WORKORDER_AWRAF/1272_BEDFORD_EAGLENA,2019-04-19 08:50:00.000,2019-04-19 09:23:00.000
WORKORDER_AWRB862814001_BEDFORD_EAGLENA,2019-04-19 09:12:00.000,2019-04-19 12:12:00.000
WORKORDER_AWRB861582001_BEDFORD_EAGLENA,2019-04-19 09:12:00.000,2019-04-19 13:12:00.000
WORKORDER_AWRB854205001_BEDFORD_EAGLENA,2019-04-19 09:12:00.000,2019-04-19 14:12:00.000
WORKORDER_AWRB861649001_BEDFORD_EAGLENA,2019-04-19 09:12:00.000,2019-04-20 08:00:00.000
WORKORDER_AWRAF/0003_BEDFORD_EAGLENA,2019-04-19 09:24:00.000,2019-04-19 15:18:00.000
WORKORDER_AWRAF/0005_BEDFORD_EAGLENA,2019-04-19 09:24:00.000,2019-04-19 15:18:00.000
WORKORDER_AWRAF/0006_BEDFORD_EAGLENA,2019-04-19 09:24:00.000,2019-04-19 15:18:00.000
