id,solutionStartTime,solutionEndTime
WORKORDER_AWRAF/0501_BEDFORD_EAGLENA,2019-04-25 15:56:00.000,2019-04-26 09:56:00.000
WORKORDER_AWRAF/1269_BEDFORD_EAGLENA,2019-04-25 15:58:00.000,2019-04-25 16:11:00.000
WORKORDER_AWRAV/230_BEDFORD_EAGLENA,2019-04-25 16:08:00.000,2019-04-26 12:22:00.000
WORKORDER_AWRAF/0666_BEDFORD_EAGLENA,2019-04-25 16:11:00.000,2019-04-26 06:39:00.000
WORKORDER_AWRAF/0504_BEDFORD_EAGLENA,2019-04-25 16:11:00.000,2019-04-26 07:41:00.000
WORKORDER_AWRAF/0421_BEDFORD_EAGLENA,2019-04-26 06:00:00.000,2019-04-26 07:04:00.000
WORKORDER_AWRAF/0502_BEDFORD_EAGLENA,2019-04-26 06:08:00.000,2019-04-26 07:20:00.000
WORKORDER_AWRAF/0503_BEDFORD_EAGLENA,2019-04-26 06:24:00.000,2019-04-26 07:36:00.000
WORKORDER_AWRAF/1270_BEDFORD_EAGLENA,2019-04-26 06:31:00.000,2019-04-26 06:44:00.000
WORKORDER_AWRAF/0500_BEDFORD_EAGLENA,2019-04-26 06:39:00.000,2019-04-26 08:21:00.000
WORKORDER_AWRAF/0693_BEDFORD_EAGLENA,2019-04-26 06:44:00.000,2019-04-27 06:14:00.000
WORKORDER_AWRNDT/0007_BEDFORD_EAGLENA,2019-04-26 06:50:00.000,2019-04-26 07:51:00.000
WORKORDER_AWRAF/1260_BEDFORD_EAGLENA,2019-04-26 07:02:00.000,2019-04-26 07:30:00.000
WORKORDER_AWRNDT/0001_BEDFORD_EAGLENA,2019-04-26 07:02:00.000,2019-04-26 08:48:00.000
WORKORDER_AWRAF/0440_BEDFORD_EAGLENA,2019-04-26 07:04:00.000,2019-04-26 12:49:00.000
WORKORDER_AWRAV/0200_BEDFORD_EAGLENA,2019-04-26 07:12:00.000,2019-04-26 08:09:00.000
WORKORDER_AWRNDT/0016_BEDFORD_EAGLENA,2019-04-26 07:12:00.000,2019-04-26 08:23:00.000
WORKORDER_AWRAF/1259_BEDFORD_EAGLENA,2019-04-26 07:20:00.000,2019-04-26 07:48:00.000
WORKORDER_AWRAF/0457_BEDFORD_EAGLENA,2019-04-26 07:20:00.000,2019-04-26 09:05:00.000
WORKORDER_AWRAF/0242_BEDFORD_EAGLENA,2019-04-26 07:20:00.000,2019-04-26 12:14:00.000
WORKORDER_AWRAF/1148_BEDFORD_EAGLENA,2019-04-26 07:30:00.000,2019-04-26 10:59:00.000
WORKORDER_AWRAF/0113_BEDFORD_EAGLENA,2019-04-26 07:31:00.000,2019-04-26 08:31:00.000
WORKORDER_AWRAF/0854_BEDFORD_EAGLENA,2019-04-26 07:36:00.000,2019-04-26 08:19:00.000
WORKORDER_AWRAF/1158_BEDFORD_EAGLENA,2019-04-26 07:36:00.000,2019-04-26 08:36:00.000
WORKORDER_AWRAF/0682_BEDFORD_EAGLENA,2019-04-26 07:41:00.000,2019-04-26 09:35:00.000
WORKORDER_AWRAF/1159_BEDFORD_EAGLENA,2019-04-26 07:48:00.000,2019-04-26 08:20:00.000
WORKORDER_AWRAV/0194_BEDFORD_EAGLENA,2019-04-26 07:48:00.000,2019-04-26 09:12:00.000
WORKORDER_AWRAF/0736_BEDFORD_EAGLENA,2019-04-26 08:00:00.000,2019-04-26 08:20:00.000
WORKORDER_AWRAV/231_BEDFORD_EAGLENA,2019-04-26 08:09:00.000,2019-04-26 12:09:00.000
WORKORDER_AWRAF/0474_BEDFORD_EAGLENA,2019-04-26 08:12:00.000,2019-04-26 08:21:00.000
WORKORDER_AWRAF/0199_BEDFORD_EAGLENA,2019-04-26 08:19:00.000,2019-04-26 08:55:00.000
WORKORDER_AWRAF/0471_BEDFORD_EAGLENA,2019-04-26 08:21:00.000,2019-04-27 07:05:00.000
WORKORDER_AWRAF/0231_BEDFORD_EAGLENA,2019-04-26 08:31:00.000,2019-04-26 09:13:00.000
WORKORDER_AWRAF/1151_BEDFORD_EAGLENA,2019-04-26 08:36:00.000,2019-04-26 09:14:00.000
WORKORDER_AWRAF/0662_BEDFORD_EAGLENA,2019-04-26 08:55:00.000,2019-04-26 09:11:00.000
WORKORDER_AWRAF/1153_BEDFORD_EAGLENA,2019-04-26 09:01:00.000,2019-04-26 09:44:00.000
WORKORDER_AWRAF/0126_BEDFORD_EAGLENA,2019-04-26 09:05:00.000,2019-04-26 10:14:00.000
WORKORDER_AWRAF/0805_BEDFORD_EAGLENA,2019-04-26 09:11:00.000,2019-04-26 11:10:00.000
WORKORDER_AWRAF/1156_BEDFORD_EAGLENA,2019-04-26 09:12:00.000,2019-04-26 09:50:00.000
WORKORDER_AWRAV/238_BEDFORD_EAGLENA,2019-04-26 09:12:00.000,2019-04-27 07:00:00.000
WORKORDER_AWRAF/0129_BEDFORD_EAGLENA,2019-04-26 09:13:00.000,2019-04-26 10:22:00.000
WORKORDER_AWRAF/0115_BEDFORD_EAGLENA,2019-04-26 09:14:00.000,2019-04-26 11:31:00.000
WORKORDER_AWRAV/237_BEDFORD_EAGLENA,2019-04-26 09:21:00.000,2019-04-27 08:09:00.000
WORKORDER_AWRAF/1161_BEDFORD_EAGLENA,2019-04-26 09:35:00.000,2019-04-26 10:01:00.000
WORKORDER_AWRAF/1157_BEDFORD_EAGLENA,2019-04-26 09:44:00.000,2019-04-26 10:22:00.000
WORKORDER_AWRAF/1155_BEDFORD_EAGLENA,2019-04-26 09:50:00.000,2019-04-26 10:34:00.000
WORKORDER_AWRAF/1154_BEDFORD_EAGLENA,2019-04-26 09:56:00.000,2019-04-26 10:40:00.000
WORKORDER_AWRAF/1152_BEDFORD_EAGLENA,2019-04-26 10:01:00.000,2019-04-26 10:45:00.000
WORKORDER_AWRAF/1150_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 10:41:00.000
WORKORDER_AWRAF/0800_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 10:46:00.000
WORKORDER_AWRAF/0125_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 11:12:00.000
WORKORDER_AWRAF/0127_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 11:12:00.000
WORKORDER_AWRAF/0128_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 11:12:00.000
WORKORDER_AWRAF/0130_BEDFORD_EAGLENA,2019-04-26 10:03:00.000,2019-04-26 11:12:00.000
WORKORDER_AWRAF/0131_BEDFORD_EAGLENA,2019-04-26 10:12:00.000,2019-04-26 11:21:00.000
WORKORDER_AWRAF/0132_BEDFORD_EAGLENA,2019-04-26 10:14:00.000,2019-04-26 11:23:00.000
WORKORDER_AWRAF/0133_BEDFORD_EAGLENA,2019-04-26 10:22:00.000,2019-04-26 11:31:00.000
WORKORDER_AWRAF/0134_BEDFORD_EAGLENA,2019-04-26 10:22:00.000,2019-04-26 11:31:00.000
WORKORDER_AWRAF/0135_BEDFORD_EAGLENA,2019-04-26 10:34:00.000,2019-04-26 11:43:00.000
WORKORDER_AWRAF/0136_BEDFORD_EAGLENA,2019-04-26 10:39:00.000,2019-04-26 11:48:00.000
WORKORDER_AWRAF/0137_BEDFORD_EAGLENA,2019-04-26 10:40:00.000,2019-04-26 11:49:00.000
WORKORDER_AWRAF/0138_BEDFORD_EAGLENA,2019-04-26 10:41:00.000,2019-04-26 11:50:00.000
WORKORDER_AWRAV/0210_BEDFORD_EAGLENA,2019-04-26 10:41:00.000,2019-04-27 09:53:00.000
WORKORDER_AWRSTR/21_BEDFORD_EAGLENA,2019-04-26 10:41:00.000,2019-04-27 12:22:00.000
WORKORDER_AWRAV/0014_BEDFORD_EAGLENA,2019-04-26 10:44:00.000,2019-04-26 11:05:00.000
WORKORDER_AWRAV/0203_BEDFORD_EAGLENA,2019-04-26 10:44:00.000,2019-04-26 12:14:00.000
WORKORDER_AWRAV/0204_BEDFORD_EAGLENA,2019-04-26 10:44:00.000,2019-04-26 12:14:00.000
WORKORDER_AWRAF/0139_BEDFORD_EAGLENA,2019-04-26 10:45:00.000,2019-04-26 11:54:00.000
WORKORDER_AWRAF/0161_BEDFORD_EAGLENA,2019-04-26 10:46:00.000,2019-04-26 11:46:00.000
WORKORDER_AWRAF/0140_BEDFORD_EAGLENA,2019-04-26 10:46:00.000,2019-04-26 11:55:00.000
WORKORDER_AWRAV/0017_BEDFORD_EAGLENA,2019-04-26 10:49:00.000,2019-04-26 11:03:00.000
WORKORDER_AWRAV/0015_BEDFORD_EAGLENA,2019-04-26 10:49:00.000,2019-04-26 11:22:00.000
WORKORDER_AWRAF/0162_BEDFORD_EAGLENA,2019-04-26 10:59:00.000,2019-04-26 11:59:00.000
WORKORDER_AWRAF/0163_BEDFORD_EAGLENA,2019-04-26 11:01:00.000,2019-04-26 12:13:00.000
WORKORDER_AWRAV/0137_BEDFORD_EAGLENA,2019-04-26 11:03:00.000,2019-04-26 11:30:00.000
WORKORDER_AWRAV/0013_BEDFORD_EAGLENA,2019-04-26 11:05:00.000,2019-04-26 12:19:00.000
WORKORDER_AWRAF/0164_BEDFORD_EAGLENA,2019-04-26 11:07:00.000,2019-04-26 12:19:00.000
WORKORDER_AWRAF/0165_BEDFORD_EAGLENA,2019-04-26 11:10:00.000,2019-04-26 12:22:00.000
WORKORDER_AWRAF/0167_BEDFORD_EAGLENA,2019-04-26 11:12:00.000,2019-04-26 12:24:00.000
WORKORDER_AWRAF/0168_BEDFORD_EAGLENA,2019-04-26 11:12:00.000,2019-04-26 12:24:00.000
WORKORDER_AWRAF/0169_BEDFORD_EAGLENA,2019-04-26 11:12:00.000,2019-04-26 12:24:00.000
WORKORDER_AWRAF/0170_BEDFORD_EAGLENA,2019-04-26 11:12:00.000,2019-04-26 12:24:00.000
WORKORDER_AWRAF/0171_BEDFORD_EAGLENA,2019-04-26 11:21:00.000,2019-04-26 12:33:00.000
WORKORDER_AWRAF/0172_BEDFORD_EAGLENA,2019-04-26 11:21:00.000,2019-04-26 12:33:00.000
WORKORDER_AWRAV/0018_BEDFORD_EAGLENA,2019-04-26 11:22:00.000,2019-04-26 11:36:00.000
WORKORDER_AWRAF/0173_BEDFORD_EAGLENA,2019-04-26 11:23:00.000,2019-04-26 12:35:00.000
WORKORDER_AWRAF/0175_BEDFORD_EAGLENA,2019-04-26 11:24:00.000,2019-04-26 13:49:00.000
WORKORDER_AWRAF/0176_BEDFORD_EAGLENA,2019-04-26 11:27:00.000,2019-04-26 12:39:00.000
WORKORDER_AWRAV/0019_BEDFORD_EAGLENA,2019-04-26 11:30:00.000,2019-04-26 11:44:00.000
WORKORDER_AWRAF/0177_BEDFORD_EAGLENA,2019-04-26 11:30:00.000,2019-04-26 12:42:00.000
WORKORDER_AWRAF/0202_BEDFORD_EAGLENA,2019-04-26 11:31:00.000,2019-04-26 12:00:00.000
WORKORDER_AWRAF/0178_BEDFORD_EAGLENA,2019-04-26 11:31:00.000,2019-04-26 12:43:00.000
WORKORDER_AWRAF/0179_BEDFORD_EAGLENA,2019-04-26 11:31:00.000,2019-04-26 12:43:00.000
WORKORDER_AWRAF/0203_BEDFORD_EAGLENA,2019-04-26 11:33:00.000,2019-04-26 12:02:00.000
WORKORDER_AWRAV/0020_BEDFORD_EAGLENA,2019-04-26 11:36:00.000,2019-04-26 11:50:00.000
WORKORDER_AWRAF/0204_BEDFORD_EAGLENA,2019-04-26 11:43:00.000,2019-04-26 12:12:00.000
WORKORDER_AWRAV/0068_BEDFORD_EAGLENA,2019-04-26 11:44:00.000,2019-04-26 12:48:00.000
WORKORDER_AWRAF/0205_BEDFORD_EAGLENA,2019-04-26 11:45:00.000,2019-04-26 12:14:00.000
WORKORDER_AWRAF/0798_BEDFORD_EAGLENA,2019-04-26 11:46:00.000,2019-04-26 12:21:00.000
WORKORDER_AWRAF/0796_BEDFORD_EAGLENA,2019-04-26 11:48:00.000,2019-04-26 12:26:00.000
WORKORDER_AWRAF/0797_BEDFORD_EAGLENA,2019-04-26 11:49:00.000,2019-04-26 12:24:00.000
WORKORDER_AWRAF/0794_BEDFORD_EAGLENA,2019-04-26 11:50:00.000,2019-04-26 12:36:00.000
WORKORDER_AWRAF/0793_BEDFORD_EAGLENA,2019-04-26 11:54:00.000,2019-04-26 12:40:00.000
WORKORDER_AWRAF/0795_BEDFORD_EAGLENA,2019-04-26 11:55:00.000,2019-04-26 12:33:00.000
WORKORDER_AWRAF/0174_BEDFORD_EAGLENA,2019-04-26 11:59:00.000,2019-04-26 14:24:00.000
WORKORDER_AWRAF/0778_BEDFORD_EAGLENA,2019-04-26 12:00:00.000,2019-04-26 12:32:00.000
WORKORDER_AWRAF/0741_BEDFORD_EAGLENA,2019-04-26 12:02:00.000,2019-04-26 13:41:00.000
WORKORDER_AWRAF/0788_BEDFORD_EAGLENA,2019-04-26 12:12:00.000,2019-04-27 12:00:00.000
WORKORDER_AWRAF/0719_BEDFORD_EAGLENA,2019-04-26 12:13:00.000,2019-04-26 13:56:00.000
WORKORDER_AWRAF/0740_BEDFORD_EAGLENA,2019-04-26 12:14:00.000,2019-04-26 13:31:00.000
WORKORDER_AWRAF/0738_BEDFORD_EAGLENA,2019-04-26 12:14:00.000,2019-04-26 13:37:00.000
WORKORDER_AWRAF/0716_BEDFORD_EAGLENA,2019-04-26 12:19:00.000,2019-04-26 13:13:00.000
WORKORDER_AWRAF/0726_BEDFORD_EAGLENA,2019-04-26 12:21:00.000,2019-04-26 12:47:00.000
WORKORDER_AWRAV/0176_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-26 13:39:00.000
WORKORDER_AWRAV/0094_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-26 13:52:00.000
WORKORDER_AWRAV/0089_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-26 14:23:00.000
WORKORDER_AWRAF/0722_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-26 14:37:00.000
WORKORDER_AWRAV/0172_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-26 15:32:00.000
WORKORDER_AWRSTR/9_BEDFORD_EAGLENA,2019-04-26 12:22:00.000,2019-04-29 09:01:00.000
WORKORDER_AWRAF/0735_BEDFORD_EAGLENA,2019-04-26 12:24:00.000,2019-04-26 12:44:00.000
WORKORDER_AWRAF/0730_BEDFORD_EAGLENA,2019-04-26 12:24:00.000,2019-04-26 12:47:00.000
WORKORDER_AWRAF/0731_BEDFORD_EAGLENA,2019-04-26 12:24:00.000,2019-04-26 13:13:00.000
WORKORDER_AWRAF/0732_BEDFORD_EAGLENA,2019-04-26 12:24:00.000,2019-04-26 13:13:00.000
WORKORDER_AWRAF/0733_BEDFORD_EAGLENA,2019-04-26 12:24:00.000,2019-04-26 13:13:00.000
WORKORDER_AWRAF/0728_BEDFORD_EAGLENA,2019-04-26 12:26:00.000,2019-04-26 12:49:00.000
WORKORDER_AWRAF/0727_BEDFORD_EAGLENA,2019-04-26 12:32:00.000,2019-04-26 12:58:00.000
WORKORDER_AWRAF/0718_BEDFORD_EAGLENA,2019-04-26 12:33:00.000,2019-04-26 14:16:00.000
WORKORDER_AWRAF/0720_BEDFORD_EAGLENA,2019-04-26 12:33:00.000,2019-04-26 14:48:00.000
WORKORDER_AWRAF/0721_BEDFORD_EAGLENA,2019-04-26 12:33:00.000,2019-04-26 14:48:00.000
WORKORDER_AWRAF/0737_BEDFORD_EAGLENA,2019-04-26 12:35:00.000,2019-04-26 13:58:00.000
WORKORDER_AWRAF/0691_BEDFORD_EAGLENA,2019-04-26 12:36:00.000,2019-04-26 14:21:00.000
WORKORDER_AWRAF/0799_BEDFORD_EAGLENA,2019-04-26 12:39:00.000,2019-04-26 13:14:00.000
WORKORDER_AWRAF/0681_BEDFORD_EAGLENA,2019-04-26 12:40:00.000,2019-04-26 13:35:00.000
WORKORDER_AWRAF/0207_BEDFORD_EAGLENA,2019-04-26 12:42:00.000,2019-04-26 13:11:00.000
WORKORDER_AWRAF/0206_BEDFORD_EAGLENA,2019-04-26 12:43:00.000,2019-04-26 13:12:00.000
WORKORDER_AWRAF/0717_BEDFORD_EAGLENA,2019-04-26 12:43:00.000,2019-04-26 13:37:00.000
WORKORDER_AWRAF/0789_BEDFORD_EAGLENA,2019-04-26 12:44:00.000,2019-04-27 12:32:00.000
WORKORDER_AWRAF/1160_BEDFORD_EAGLENA,2019-04-26 12:47:00.000,2019-04-26 13:24:00.000
WORKORDER_AWRAF/0166_BEDFORD_EAGLENA,2019-04-26 12:47:00.000,2019-04-26 13:59:00.000
WORKORDER_AWRAF/0729_BEDFORD_EAGLENA,2019-04-26 12:49:00.000,2019-04-26 13:12:00.000
WORKORDER_AWRAF/0759_BEDFORD_EAGLENA,2019-04-26 12:49:00.000,2019-04-26 13:12:00.000
WORKORDER_AWRAF/0734_BEDFORD_EAGLENA,2019-04-26 12:52:00.000,2019-04-26 13:41:00.000
WORKORDER_AWRAF/0819_BEDFORD_EAGLENA,2019-04-26 12:58:00.000,2019-04-26 13:11:00.000
WORKORDER_AWRAF/0481_BEDFORD_EAGLENA,2019-04-26 13:11:00.000,2019-04-27 09:05:00.000
WORKORDER_AWRAF/0224_BEDFORD_EAGLENA,2019-04-26 13:12:00.000,2019-04-26 13:39:00.000
WORKORDER_AWRAF/0709_BEDFORD_EAGLENA,2019-04-26 13:12:00.000,2019-04-27 09:45:00.000
WORKORDER_AWRAF/0123_BEDFORD_EAGLENA,2019-04-26 13:13:00.000,2019-04-26 13:58:00.000
WORKORDER_AWRAF/0229_BEDFORD_EAGLENA,2019-04-26 13:13:00.000,2019-04-26 14:04:00.000
WORKORDER_AWRAF/0160_BEDFORD_EAGLENA,2019-04-26 13:13:00.000,2019-04-26 14:29:00.000
WORKORDER_AWRAF/0228_BEDFORD_EAGLENA,2019-04-26 13:13:00.000,2019-04-27 09:28:00.000
WORKORDER_AWRAF/0241_BEDFORD_EAGLENA,2019-04-26 13:14:00.000,2019-04-26 14:38:00.000
WORKORDER_AWRAF/0240_BEDFORD_EAGLENA,2019-04-26 13:24:00.000,2019-04-26 13:44:00.000
WORKORDER_AWRAF/0239_BEDFORD_EAGLENA,2019-04-26 13:31:00.000,2019-04-26 13:51:00.000
WORKORDER_AWRAF/0230_BEDFORD_EAGLENA,2019-04-26 13:31:00.000,2019-04-26 14:39:00.000
WORKORDER_AWRAF/0687_BEDFORD_EAGLENA,2019-04-26 13:35:00.000,2019-04-26 14:11:00.000
WORKORDER_AWRAF/1250_BEDFORD_EAGLENA,2019-04-26 13:37:00.000,2019-04-26 14:07:00.000
WORKORDER_AWRAF/0475_BEDFORD_EAGLENA,2019-04-26 13:37:00.000,2019-04-26 16:07:00.000
WORKORDER_AWRAF/1252_BEDFORD_EAGLENA,2019-04-26 13:39:00.000,2019-04-26 14:11:00.000
WORKORDER_AWRAV/0099_BEDFORD_EAGLENA,2019-04-26 13:39:00.000,2019-04-27 06:57:00.000
WORKORDER_AWRAF/1254_BEDFORD_EAGLENA,2019-04-26 13:41:00.000,2019-04-26 14:13:00.000
WORKORDER_AWRAF/0922_BEDFORD_EAGLENA,2019-04-26 13:41:00.000,2019-04-26 14:34:00.000
WORKORDER_AWRAF/0881_BEDFORD_EAGLENA,2019-04-26 13:49:00.000,2019-04-27 09:16:00.000
WORKORDER_AWRAF/0321_BEDFORD_EAGLENA,2019-04-26 13:51:00.000,2019-04-27 08:09:00.000
WORKORDER_AWRAF/0895_BEDFORD_EAGLENA,2019-04-26 13:56:00.000,2019-04-26 14:30:00.000
WORKORDER_AWRAF/0381_BEDFORD_EAGLENA,2019-04-26 13:58:00.000,2019-04-26 14:40:00.000
WORKORDER_AWRAF/0899_BEDFORD_EAGLENA,2019-04-26 13:58:00.000,2019-04-27 06:23:00.000
WORKORDER_AWRAF/0907_BEDFORD_EAGLENA,2019-04-26 13:58:00.000,2019-04-27 06:47:00.000
WORKORDER_AWRAF/0903_BEDFORD_EAGLENA,2019-04-26 13:59:00.000,2019-04-27 11:29:00.000
WORKORDER_AWRAF/0911_BEDFORD_EAGLENA,2019-04-26 14:04:00.000,2019-04-26 15:00:00.000
WORKORDER_AWRAF/0909_BEDFORD_EAGLENA,2019-04-26 14:07:00.000,2019-04-27 06:11:00.000
WORKORDER_AWRAF/0905_BEDFORD_EAGLENA,2019-04-26 14:11:00.000,2019-04-26 15:21:00.000
WORKORDER_AWRAF/0901_BEDFORD_EAGLENA,2019-04-26 14:11:00.000,2019-04-27 06:16:00.000
WORKORDER_AWRAF/0897_BEDFORD_EAGLENA,2019-04-26 14:13:00.000,2019-04-26 15:34:00.000
WORKORDER_AWRAF/0893_BEDFORD_EAGLENA,2019-04-26 14:16:00.000,2019-04-26 15:05:00.000
WORKORDER_AWRAF/0319_BEDFORD_EAGLENA,2019-04-26 14:21:00.000,2019-04-27 07:55:00.000
WORKORDER_AWRAF/1210_BEDFORD_EAGLENA,2019-04-26 14:24:00.000,2019-04-26 14:58:00.000
WORKORDER_AWRAF/1208_BEDFORD_EAGLENA,2019-04-26 14:29:00.000,2019-04-26 14:57:00.000
WORKORDER_AWRAF/0877_BEDFORD_EAGLENA,2019-04-26 14:30:00.000,2019-04-27 08:23:00.000
WORKORDER_AWRAF/0863_BEDFORD_EAGLENA,2019-04-26 14:34:00.000,2019-04-27 13:40:00.000
WORKORDER_AWRAF/0879_BEDFORD_EAGLENA,2019-04-26 14:37:00.000,2019-04-27 14:37:00.000
WORKORDER_AWRAF/0875_BEDFORD_EAGLENA,2019-04-26 14:38:00.000,2019-04-27 10:39:00.000
WORKORDER_AWRAF/0869_BEDFORD_EAGLENA,2019-04-26 14:39:00.000,2019-04-27 06:15:00.000
WORKORDER_AWRAF/0867_BEDFORD_EAGLENA,2019-04-26 14:40:00.000,2019-04-27 08:28:00.000
WORKORDER_AWRAF/0390_BEDFORD_EAGLENA,2019-04-26 14:48:00.000,2019-04-26 15:37:00.000
WORKORDER_AWRAF/0865_BEDFORD_EAGLENA,2019-04-26 14:48:00.000,2019-04-27 07:48:00.000
WORKORDER_AWRAF/0388_BEDFORD_EAGLENA,2019-04-26 14:57:00.000,2019-04-26 15:57:00.000
WORKORDER_AWRAF/1224_BEDFORD_EAGLENA,2019-04-26 14:58:00.000,2019-04-26 15:46:00.000
WORKORDER_AWRAF/1232_BEDFORD_EAGLENA,2019-04-26 15:00:00.000,2019-04-26 15:41:00.000
WORKORDER_AWRAF/1236_BEDFORD_EAGLENA,2019-04-26 15:05:00.000,2019-04-26 15:53:00.000
WORKORDER_AWRAF/1220_BEDFORD_EAGLENA,2019-04-26 15:21:00.000,2019-04-26 16:09:00.000
WORKORDER_AWRAF/0297_BEDFORD_EAGLENA,2019-04-26 15:34:00.000,2019-04-27 10:52:00.000
WORKORDER_AWRAF/0859_BEDFORD_EAGLENA,2019-04-26 15:37:00.000,2019-04-27 07:06:00.000
WORKORDER_AWRAF/0317_BEDFORD_EAGLENA,2019-04-26 15:41:00.000,2019-04-27 13:30:00.000
WORKORDER_AWRAF/0323_BEDFORD_EAGLENA,2019-04-26 15:46:00.000,2019-04-27 09:50:00.000
WORKORDER_AWRAF/0364_BEDFORD_EAGLENA,2019-04-26 15:53:00.000,2019-04-27 06:55:00.000
WORKORDER_AWRAF/0290_BEDFORD_EAGLENA,2019-04-26 15:57:00.000,2019-04-27 09:36:00.000
WORKORDER_AWRAF/0369_BEDFORD_EAGLENA,2019-04-26 16:07:00.000,2019-04-27 07:41:00.000
WORKORDER_AWRAF/0361_BEDFORD_EAGLENA,2019-04-26 16:09:00.000,2019-04-27 08:48:00.000
WORKORDER_AWRAF/1206_BEDFORD_EAGLENA,2019-04-27 06:11:00.000,2019-04-27 06:33:00.000
WORKORDER_AWRAF/0873_BEDFORD_EAGLENA,2019-04-27 06:14:00.000,2019-04-27 08:21:00.000
WORKORDER_AWRAF/1204_BEDFORD_EAGLENA,2019-04-27 06:15:00.000,2019-04-27 06:41:00.000
WORKORDER_AWRAF/0415_BEDFORD_EAGLENA,2019-04-27 06:16:00.000,2019-04-27 08:16:00.000
WORKORDER_AWRAF/0416_BEDFORD_EAGLENA,2019-04-27 06:23:00.000,2019-04-27 08:23:00.000
WORKORDER_AWRAF/0820_BEDFORD_EAGLENA,2019-04-27 06:33:00.000,2019-04-27 06:46:00.000
WORKORDER_AWRAF/0821_BEDFORD_EAGLENA,2019-04-27 06:41:00.000,2019-04-27 06:54:00.000
WORKORDER_AWRAF/0822_BEDFORD_EAGLENA,2019-04-27 06:46:00.000,2019-04-27 06:59:00.000
WORKORDER_AWRAF/0823_BEDFORD_EAGLENA,2019-04-27 06:47:00.000,2019-04-28 06:35:00.000
WORKORDER_AWRAF/0824_BEDFORD_EAGLENA,2019-04-27 06:54:00.000,2019-04-28 06:42:00.000
WORKORDER_AWRAF/0825_BEDFORD_EAGLENA,2019-04-27 06:55:00.000,2019-04-28 06:43:00.000
WORKORDER_AWRAF/0826_BEDFORD_EAGLENA,2019-04-27 06:59:00.000,2019-04-28 06:47:00.000
WORKORDER_AWRAF/0831_BEDFORD_EAGLENA,2019-04-27 07:05:00.000,2019-04-27 08:35:00.000
WORKORDER_AWRAF/0832_BEDFORD_EAGLENA,2019-04-27 07:05:00.000,2019-04-27 08:35:00.000
WORKORDER_AWRAF/0833_BEDFORD_EAGLENA,2019-04-27 07:05:00.000,2019-04-27 08:35:00.000
WORKORDER_AWRAF/0834_BEDFORD_EAGLENA,2019-04-27 07:05:00.000,2019-04-27 08:35:00.000
WORKORDER_AWRAF/0839_BEDFORD_EAGLENA,2019-04-27 07:06:00.000,2019-04-27 07:30:00.000
WORKORDER_AWRAF/1181_BEDFORD_EAGLENA,2019-04-27 07:30:00.000,2019-04-27 08:08:00.000
WORKORDER_AWRAF/1182_BEDFORD_EAGLENA,2019-04-27 07:41:00.000,2019-04-27 08:19:00.000
WORKORDER_AWRAF/1183_BEDFORD_EAGLENA,2019-04-27 07:48:00.000,2019-04-27 08:26:00.000
WORKORDER_AWRAF/1184_BEDFORD_EAGLENA,2019-04-27 07:55:00.000,2019-04-27 08:33:00.000
WORKORDER_AWRAF/1185_BEDFORD_EAGLENA,2019-04-27 08:08:00.000,2019-04-27 08:46:00.000
WORKORDER_AWRAF/1186_BEDFORD_EAGLENA,2019-04-27 08:09:00.000,2019-04-27 08:47:00.000
WORKORDER_AWRAF/1187_BEDFORD_EAGLENA,2019-04-27 08:16:00.000,2019-04-27 08:54:00.000
WORKORDER_AWRAF/1189_BEDFORD_EAGLENA,2019-04-27 08:19:00.000,2019-04-27 09:04:00.000
WORKORDER_AWRAF/1190_BEDFORD_EAGLENA,2019-04-27 08:21:00.000,2019-04-27 09:06:00.000
WORKORDER_AWRAF/1188_BEDFORD_EAGLENA,2019-04-27 08:23:00.000,2019-04-27 09:01:00.000
WORKORDER_AWRENG/0097_BEDFORD_EAGLENA,2019-04-27 08:23:00.000,2019-04-27 09:12:00.000
WORKORDER_AWRAF/1191_BEDFORD_EAGLENA,2019-04-27 08:26:00.000,2019-04-27 09:11:00.000
WORKORDER_AWRENG/0107_BEDFORD_EAGLENA,2019-04-27 08:28:00.000,2019-04-27 09:51:00.000
WORKORDER_AWRAF/1192_BEDFORD_EAGLENA,2019-04-27 08:33:00.000,2019-04-27 09:18:00.000
WORKORDER_AWRAF/1193_BEDFORD_EAGLENA,2019-04-27 08:35:00.000,2019-04-27 09:29:00.000
WORKORDER_AWRAF/1194_BEDFORD_EAGLENA,2019-04-27 08:35:00.000,2019-04-27 09:29:00.000
WORKORDER_AWRAF/1195_BEDFORD_EAGLENA,2019-04-27 08:35:00.000,2019-04-27 09:29:00.000
WORKORDER_AWRAF/1196_BEDFORD_EAGLENA,2019-04-27 08:35:00.000,2019-04-27 09:29:00.000
